o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
157358,2471,O,483746.7,19971102,5-LOW,Clerk#36,0,Order 157358 comment
157359,786,O,234316.01,19980515,5-LOW,Clerk#24,0,Order 157359 comment
157360,9565,P,316034.95,19980801,2-HIGH,Clerk#19,0,Order 157360 comment
157361,11181,F,245822.86,19930903,4-NOT SPECIFIED,Clerk#58,0,Order 157361 comment
157362,8879,O,494279.21,19981209,3-MEDIUM,Clerk#29,0,Order 157362 comment
157363,1886,P,251140.49,19950524,2-HIGH,Clerk#4,0,Order 157363 comment
157364,33355,P,143384.71,19930912,5-LOW,Clerk#81,1,Order 157364 comment
157365,17674,O,74495.01,19950228,1-URGENT,Clerk#96,0,Order 157365 comment
157366,49876,O,443593.37,19970916,5-LOW,Clerk#91,1,Order 157366 comment
157367,8120,P,329483.46,19921013,5-LOW,Clerk#49,1,Order 157367 comment
157368,2688,F,438985.96,19940805,3-MEDIUM,Clerk#81,1,Order 157368 comment
157369,24174,P,308128.06,19970405,1-URGENT,Clerk#43,0,Order 157369 comment
157370,4648,F,128772.2,19920923,2-HIGH,Clerk#15,1,Order 157370 comment
157371,2471,P,113209.03,19921213,4-NOT SPECIFIED,Clerk#75,0,Order 157371 comment
157372,27587,O,146775.99,19940531,2-HIGH,Clerk#56,0,Order 157372 comment
157373,28703,O,146615.49,19960605,3-MEDIUM,Clerk#10,0,Order 157373 comment
157374,23687,F,87119.8,19980411,3-MEDIUM,Clerk#35,1,Order 157374 comment
157375,22627,F,60152.94,19960819,5-LOW,Clerk#65,0,Order 157375 comment
157376,20862,O,30925.35,19920322,2-HIGH,Clerk#91,1,Order 157376 comment
157377,46618,O,140284.97,19940301,2-HIGH,Clerk#54,1,Order 157377 comment
157378,41573,P,56332.02,19930515,1-URGENT,Clerk#92,0,Order 157378 comment
157379,40504,P,290317.66,19940727,3-MEDIUM,Clerk#60,1,Order 157379 comment
157380,44378,O,183367.87,19970623,1-URGENT,Clerk#85,0,Order 157380 comment
157381,10809,F,154375.25,19950613,1-URGENT,Clerk#9,0,Order 157381 comment
157382,49332,O,51200.2,19920123,3-MEDIUM,Clerk#26,1,Order 157382 comment
157383,29378,P,209126.05,19970816,1-URGENT,Clerk#4,1,Order 157383 comment
157384,40165,P,288550.65,19951121,3-MEDIUM,Clerk#62,0,Order 157384 comment
157385,9848,F,86056.87,19940120,5-LOW,Clerk#80,0,Order 157385 comment
157386,29399,P,43407.56,19940525,4-NOT SPECIFIED,Clerk#19,0,Order 157386 comment
157387,27653,P,180827.59,19950710,2-HIGH,Clerk#86,1,Order 157387 comment
157388,48407,P,68666.63,19940915,2-HIGH,Clerk#69,1,Order 157388 comment
157389,7260,P,64132.69,19960424,2-HIGH,Clerk#24,0,Order 157389 comment
157390,21000,P,29199.93,19971205,5-LOW,Clerk#67,0,Order 157390 comment
157391,23244,O,95342.95,19970718,5-LOW,Clerk#2,1,Order 157391 comment
157392,13461,F,387499.03,19971105,3-MEDIUM,Clerk#38,0,Order 157392 comment
157393,42333,P,48350.16,19921026,1-URGENT,Clerk#30,1,Order 157393 comment
157394,19616,F,390560.84,19931114,1-URGENT,Clerk#32,1,Order 157394 comment
157395,41629,O,17559.92,19950425,2-HIGH,Clerk#99,1,Order 157395 comment
157396,45601,F,26608.84,19980227,4-NOT SPECIFIED,Clerk#24,0,Order 157396 comment
157397,23024,O,52560.95,19951118,1-URGENT,Clerk#96,1,Order 157397 comment
157398,21864,O,392605.96,19930901,5-LOW,Clerk#33,1,Order 157398 comment
157399,29781,P,45807.39,19921208,3-MEDIUM,Clerk#36,1,Order 157399 comment
157400,29304,P,214675.54,19960406,2-HIGH,Clerk#40,1,Order 157400 comment
157401,1046,F,201116.8,19920607,1-URGENT,Clerk#18,1,Order 157401 comment
157402,42080,F,3512.43,19950724,4-NOT SPECIFIED,Clerk#12,1,Order 157402 comment
157403,14106,O,147433.26,19950806,2-HIGH,Clerk#16,0,Order 157403 comment
157404,16704,P,225288.49,19981221,1-URGENT,Clerk#8,0,Order 157404 comment
157405,23712,P,340763.15,19931203,1-URGENT,Clerk#16,0,Order 157405 comment
157406,20985,O,437044.31,19950923,5-LOW,Clerk#90,0,Order 157406 comment
157407,29664,O,363157.22,19930222,1-URGENT,Clerk#26,0,Order 157407 comment
157408,32026,F,230093.68,19950705,5-LOW,Clerk#57,1,Order 157408 comment
157409,49989,O,476876.39,19980927,5-LOW,Clerk#37,1,Order 157409 comment
157410,12557,F,32369.02,19981117,1-URGENT,Clerk#73,1,Order 157410 comment
157411,314,P,52205.28,19980101,2-HIGH,Clerk#21,0,Order 157411 comment
157412,33239,P,20168.17,19940301,4-NOT SPECIFIED,Clerk#67,1,Order 157412 comment
157413,13677,F,142294.64,19920825,3-MEDIUM,Clerk#95,1,Order 157413 comment
157414,9916,F,114649.25,19980101,3-MEDIUM,Clerk#32,1,Order 157414 comment
157415,25300,O,415424.84,19980508,3-MEDIUM,Clerk#62,1,Order 157415 comment
157416,33691,O,410639.18,19950423,2-HIGH,Clerk#70,0,Order 157416 comment
157417,42556,O,19711.74,19970310,2-HIGH,Clerk#36,1,Order 157417 comment
157418,22911,O,371591.05,19930620,1-URGENT,Clerk#56,1,Order 157418 comment
157419,22686,O,386925.87,19920816,1-URGENT,Clerk#74,0,Order 157419 comment
157420,4974,F,171711.35,19970112,3-MEDIUM,Clerk#17,0,Order 157420 comment
157421,35315,O,144040.75,19980521,2-HIGH,Clerk#35,0,Order 157421 comment
157422,21391,P,108073.66,19941014,1-URGENT,Clerk#50,1,Order 157422 comment
157423,34473,O,377200.32,19940222,3-MEDIUM,Clerk#52,0,Order 157423 comment
157424,15774,P,286247.86,19920711,2-HIGH,Clerk#37,0,Order 157424 comment
157425,45416,F,86533.84,19970806,5-LOW,Clerk#45,1,Order 157425 comment
157426,12355,O,336819.66,19981111,3-MEDIUM,Clerk#29,0,Order 157426 comment
157427,35050,P,172147.71,19970617,2-HIGH,Clerk#14,1,Order 157427 comment
157428,21619,P,8032.13,19940719,2-HIGH,Clerk#3,1,Order 157428 comment
157429,7088,O,479553.71,19931127,3-MEDIUM,Clerk#86,1,Order 157429 comment
157430,33805,O,97731.26,19970816,4-NOT SPECIFIED,Clerk#76,1,Order 157430 comment
157431,45539,P,147931.85,19961225,2-HIGH,Clerk#11,0,Order 157431 comment
157432,20462,O,411051.64,19950731,5-LOW,Clerk#87,0,Order 157432 comment
157433,15747,O,296917.51,19980809,3-MEDIUM,Clerk#88,0,Order 157433 comment
157434,20917,F,454830.18,19950827,5-LOW,Clerk#34,1,Order 157434 comment
157435,46305,F,20101.95,19950919,3-MEDIUM,Clerk#32,1,Order 157435 comment
157436,40511,O,37909.22,19971109,2-HIGH,Clerk#22,0,Order 157436 comment
157437,6679,F,94539.94,19960717,1-URGENT,Clerk#60,1,Order 157437 comment
157438,8799,P,248369.26,19920804,2-HIGH,Clerk#14,0,Order 157438 comment
157439,32954,F,286730.75,19980301,1-URGENT,Clerk#40,1,Order 157439 comment
157440,35885,P,441927.97,19950218,5-LOW,Clerk#16,1,Order 157440 comment
157441,43705,O,250247.13,19940415,5-LOW,Clerk#33,0,Order 157441 comment
157442,26705,O,190682.48,19980628,2-HIGH,Clerk#65,1,Order 157442 comment
157443,40897,P,38111.92,19940912,4-NOT SPECIFIED,Clerk#22,1,Order 157443 comment
157444,34379,F,225316.63,19950316,4-NOT SPECIFIED,Clerk#70,0,Order 157444 comment
157445,38230,P,44375.74,19930506,5-LOW,Clerk#62,1,Order 157445 comment
157446,13804,P,133177.84,19930101,5-LOW,Clerk#2,0,Order 157446 comment
157447,8185,O,19971.29,19930524,3-MEDIUM,Clerk#77,1,Order 157447 comment
157448,21913,O,111016.79,19941106,1-URGENT,Clerk#19,1,Order 157448 comment
157449,28467,P,221598.03,19971003,3-MEDIUM,Clerk#30,0,Order 157449 comment
157450,47091,O,417976.0,19930513,4-NOT SPECIFIED,Clerk#93,0,Order 157450 comment
157451,7883,O,54582.24,19950201,3-MEDIUM,Clerk#34,0,Order 157451 comment
157452,30503,O,264115.3,19930620,1-URGENT,Clerk#73,1,Order 157452 comment
157453,2375,F,40701.6,19960301,3-MEDIUM,Clerk#81,0,Order 157453 comment
157454,47215,F,49491.02,19950501,4-NOT SPECIFIED,Clerk#37,1,Order 157454 comment
157455,35871,P,351251.18,19920609,5-LOW,Clerk#24,0,Order 157455 comment
157456,12515,O,390081.11,19970412,2-HIGH,Clerk#19,1,Order 157456 comment
157457,40362,P,384338.78,19940508,5-LOW,Clerk#87,0,Order 157457 comment
157458,43815,O,362879.01,19931001,1-URGENT,Clerk#52,0,Order 157458 comment
157459,28384,O,253495.62,19941008,1-URGENT,Clerk#81,1,Order 157459 comment
157460,29523,P,257809.98,19970324,5-LOW,Clerk#25,1,Order 157460 comment
157461,15505,P,387978.34,19980622,5-LOW,Clerk#67,1,Order 157461 comment
157462,42628,F,365996.83,19970621,4-NOT SPECIFIED,Clerk#28,0,Order 157462 comment
157463,33346,F,152164.19,19970630,1-URGENT,Clerk#81,0,Order 157463 comment
157464,12726,P,101626.17,19920701,3-MEDIUM,Clerk#45,0,Order 157464 comment
157465,24538,P,170862.21,19920423,5-LOW,Clerk#76,1,Order 157465 comment
157466,44726,P,226009.77,19980817,5-LOW,Clerk#33,1,Order 157466 comment
157467,40980,P,248229.41,19970702,1-URGENT,Clerk#1,1,Order 157467 comment
157468,17813,F,355928.66,19920602,3-MEDIUM,Clerk#99,1,Order 157468 comment
157469,23497,F,479409.54,19980102,5-LOW,Clerk#75,0,Order 157469 comment
157470,18141,O,342849.95,19941115,5-LOW,Clerk#47,1,Order 157470 comment
157471,17810,F,159791.05,19980610,1-URGENT,Clerk#79,0,Order 157471 comment
157472,18972,F,231527.08,19970509,1-URGENT,Clerk#58,1,Order 157472 comment
157473,23108,O,464923.09,19960406,4-NOT SPECIFIED,Clerk#21,1,Order 157473 comment
157474,7971,O,347037.45,19940308,3-MEDIUM,Clerk#7,1,Order 157474 comment
157475,5666,O,225239.45,19950215,1-URGENT,Clerk#79,0,Order 157475 comment
157476,22456,O,253945.6,19950607,3-MEDIUM,Clerk#56,0,Order 157476 comment
157477,18576,P,231679.68,19960323,1-URGENT,Clerk#53,0,Order 157477 comment
157478,30279,P,426688.53,19940713,1-URGENT,Clerk#21,0,Order 157478 comment
157479,45358,P,457344.15,19931119,2-HIGH,Clerk#6,1,Order 157479 comment
157480,26969,O,493099.5,19920828,1-URGENT,Clerk#74,0,Order 157480 comment
157481,4195,F,49458.65,19950802,2-HIGH,Clerk#77,0,Order 157481 comment
157482,35262,O,227906.75,19930713,3-MEDIUM,Clerk#66,1,Order 157482 comment
157483,1839,O,448891.38,19940604,4-NOT SPECIFIED,Clerk#3,0,Order 157483 comment
157484,34000,F,23030.54,19940619,3-MEDIUM,Clerk#27,0,Order 157484 comment
157485,48922,P,50525.53,19981118,4-NOT SPECIFIED,Clerk#34,1,Order 157485 comment
157486,38913,O,401541.89,19970907,2-HIGH,Clerk#40,1,Order 157486 comment
157487,10751,F,481763.8,19920818,1-URGENT,Clerk#16,1,Order 157487 comment
157488,14941,O,164191.67,19971215,5-LOW,Clerk#68,0,Order 157488 comment
157489,46919,F,98765.1,19930902,3-MEDIUM,Clerk#13,1,Order 157489 comment
157490,8664,P,264953.9,19980115,3-MEDIUM,Clerk#41,1,Order 157490 comment
157491,34762,F,333459.98,19931108,2-HIGH,Clerk#70,0,Order 157491 comment
157492,27099,F,366000.06,19921228,3-MEDIUM,Clerk#91,1,Order 157492 comment
157493,20476,O,467410.5,19921223,1-URGENT,Clerk#30,0,Order 157493 comment
157494,26933,P,362765.81,19940827,1-URGENT,Clerk#11,1,Order 157494 comment
157495,5337,O,255639.71,19920809,3-MEDIUM,Clerk#90,0,Order 157495 comment
157496,905,O,323672.36,19940716,3-MEDIUM,Clerk#47,0,Order 157496 comment
157497,46484,O,74485.12,19920928,4-NOT SPECIFIED,Clerk#53,1,Order 157497 comment
157498,12298,O,399709.98,19930516,4-NOT SPECIFIED,Clerk#40,1,Order 157498 comment
157499,46275,P,40907.01,19941025,5-LOW,Clerk#88,0,Order 157499 comment
157500,18490,O,311334.05,19940222,4-NOT SPECIFIED,Clerk#4,0,Order 157500 comment
157501,24820,O,131762.03,19970603,5-LOW,Clerk#15,1,Order 157501 comment
157502,30286,O,294440.06,19930823,4-NOT SPECIFIED,Clerk#95,0,Order 157502 comment
157503,15770,F,53771.66,19950623,5-LOW,Clerk#19,0,Order 157503 comment
157504,17436,P,346382.48,19981213,4-NOT SPECIFIED,Clerk#100,1,Order 157504 comment
157505,46151,P,55812.86,19961204,4-NOT SPECIFIED,Clerk#15,0,Order 157505 comment
157506,11386,F,457497.15,19980405,5-LOW,Clerk#70,1,Order 157506 comment
157507,42788,F,464962.44,19940227,2-HIGH,Clerk#46,1,Order 157507 comment
157508,2807,O,479947.08,19930831,2-HIGH,Clerk#35,1,Order 157508 comment
157509,27911,P,322385.05,19980530,3-MEDIUM,Clerk#96,0,Order 157509 comment
157510,2905,P,311675.05,19981110,2-HIGH,Clerk#11,0,Order 157510 comment
157511,27480,F,472266.25,19980704,3-MEDIUM,Clerk#21,0,Order 157511 comment
157512,44030,P,184571.01,19960726,4-NOT SPECIFIED,Clerk#39,0,Order 157512 comment
157513,25545,O,60962.01,19920406,1-URGENT,Clerk#60,0,Order 157513 comment
157514,31637,F,308064.75,19921125,3-MEDIUM,Clerk#35,0,Order 157514 comment
157515,38671,F,478926.64,19971031,1-URGENT,Clerk#22,0,Order 157515 comment
157516,40200,O,161029.9,19920928,5-LOW,Clerk#57,1,Order 157516 comment
157517,21287,F,167021.31,19951113,5-LOW,Clerk#85,0,Order 157517 comment
157518,7704,P,253056.77,19921109,3-MEDIUM,Clerk#6,0,Order 157518 comment
157519,7844,F,421468.69,19970426,4-NOT SPECIFIED,Clerk#33,0,Order 157519 comment
157520,11244,P,100311.94,19920821,1-URGENT,Clerk#57,0,Order 157520 comment
157521,19121,O,66543.98,19970811,3-MEDIUM,Clerk#79,1,Order 157521 comment
157522,41325,F,250317.37,19960211,4-NOT SPECIFIED,Clerk#48,0,Order 157522 comment
157523,20352,O,392457.71,19951007,1-URGENT,Clerk#96,1,Order 157523 comment
157524,45599,P,425293.08,19930904,3-MEDIUM,Clerk#92,1,Order 157524 comment
157525,33477,P,70245.62,19940418,1-URGENT,Clerk#14,1,Order 157525 comment
157526,33380,F,147203.04,19940420,3-MEDIUM,Clerk#6,0,Order 157526 comment
157527,14906,O,20855.35,19970523,1-URGENT,Clerk#26,0,Order 157527 comment
157528,5070,F,375879.57,19920319,5-LOW,Clerk#55,0,Order 157528 comment
157529,18185,P,69004.21,19981105,4-NOT SPECIFIED,Clerk#45,0,Order 157529 comment
157530,26573,P,82668.81,19980726,2-HIGH,Clerk#93,1,Order 157530 comment
157531,4159,P,61181.87,19941123,5-LOW,Clerk#23,0,Order 157531 comment
157532,16077,P,450884.53,19930218,3-MEDIUM,Clerk#20,0,Order 157532 comment
157533,41210,P,236165.46,19970908,3-MEDIUM,Clerk#18,0,Order 157533 comment
157534,35906,P,476517.88,19931129,2-HIGH,Clerk#80,0,Order 157534 comment
157535,21389,F,281403.64,19981118,5-LOW,Clerk#92,1,Order 157535 comment
157536,22239,F,434207.64,19931031,2-HIGH,Clerk#36,0,Order 157536 comment
157537,14832,O,52815.51,19961010,5-LOW,Clerk#15,0,Order 157537 comment
157538,9191,F,285635.62,19980731,2-HIGH,Clerk#67,1,Order 157538 comment
157539,37523,F,201613.05,19941107,1-URGENT,Clerk#44,0,Order 157539 comment
157540,29793,F,28627.21,19950218,2-HIGH,Clerk#28,1,Order 157540 comment
157541,8556,P,297169.08,19951213,4-NOT SPECIFIED,Clerk#36,0,Order 157541 comment
157542,28489,O,223070.94,19970918,3-MEDIUM,Clerk#70,0,Order 157542 comment
157543,31390,P,165749.5,19940503,2-HIGH,Clerk#4,1,Order 157543 comment
157544,2517,F,410083.21,19931202,1-URGENT,Clerk#2,0,Order 157544 comment
157545,22712,F,213240.56,19920114,5-LOW,Clerk#59,1,Order 157545 comment
157546,7592,P,99512.33,19971008,3-MEDIUM,Clerk#26,0,Order 157546 comment
157547,47074,P,81258.25,19931017,2-HIGH,Clerk#29,0,Order 157547 comment
157548,39655,F,402296.53,19950603,3-MEDIUM,Clerk#40,1,Order 157548 comment
157549,24644,O,400009.0,19921128,3-MEDIUM,Clerk#75,0,Order 157549 comment
157550,15618,P,481372.07,19941025,3-MEDIUM,Clerk#69,0,Order 157550 comment
157551,29297,O,38204.77,19950208,3-MEDIUM,Clerk#83,0,Order 157551 comment
157552,32747,P,99422.52,19970602,2-HIGH,Clerk#48,0,Order 157552 comment
157553,3595,P,199120.05,19930130,4-NOT SPECIFIED,Clerk#85,0,Order 157553 comment
157554,26480,O,93146.97,19960913,5-LOW,Clerk#55,1,Order 157554 comment
157555,44568,P,96638.74,19980206,2-HIGH,Clerk#52,0,Order 157555 comment
157556,53,F,52426.53,19951223,5-LOW,Clerk#79,0,Order 157556 comment
157557,30451,O,83397.27,19960811,1-URGENT,Clerk#58,0,Order 157557 comment
157558,3368,O,433108.42,19950714,2-HIGH,Clerk#26,1,Order 157558 comment
157559,35551,F,209936.64,19960928,1-URGENT,Clerk#25,0,Order 157559 comment
157560,29315,O,133579.3,19931209,4-NOT SPECIFIED,Clerk#79,1,Order 157560 comment
157561,43287,F,163897.73,19961124,4-NOT SPECIFIED,Clerk#60,0,Order 157561 comment
157562,48211,O,442010.12,19930727,5-LOW,Clerk#66,0,Order 157562 comment
157563,19402,F,406540.72,19971014,5-LOW,Clerk#98,0,Order 157563 comment
157564,24771,F,124031.53,19971231,1-URGENT,Clerk#72,1,Order 157564 comment
157565,30112,F,110306.44,19960725,4-NOT SPECIFIED,Clerk#82,1,Order 157565 comment
157566,11718,P,413144.55,19971221,5-LOW,Clerk#56,1,Order 157566 comment
157567,24544,P,362040.9,19930224,5-LOW,Clerk#65,0,Order 157567 comment
157568,13381,O,91701.9,19920623,3-MEDIUM,Clerk#76,0,Order 157568 comment
157569,48098,F,466608.82,19930808,5-LOW,Clerk#38,1,Order 157569 comment
157570,18271,F,417545.97,19950910,4-NOT SPECIFIED,Clerk#44,1,Order 157570 comment
157571,20873,F,279081.11,19970718,1-URGENT,Clerk#8,0,Order 157571 comment
157572,10389,O,163881.34,19950912,4-NOT SPECIFIED,Clerk#91,1,Order 157572 comment
157573,16263,O,56197.85,19940202,5-LOW,Clerk#57,1,Order 157573 comment
157574,14787,F,475117.65,19920529,5-LOW,Clerk#23,1,Order 157574 comment
157575,33617,F,346220.69,19950517,5-LOW,Clerk#55,1,Order 157575 comment
157576,970,F,479868.72,19960226,1-URGENT,Clerk#56,0,Order 157576 comment
157577,37133,O,125183.13,19960311,1-URGENT,Clerk#46,1,Order 157577 comment
157578,25397,P,480636.07,19951013,1-URGENT,Clerk#72,0,Order 157578 comment
157579,31220,F,50435.02,19940325,4-NOT SPECIFIED,Clerk#32,0,Order 157579 comment
157580,4398,F,449211.99,19981213,5-LOW,Clerk#32,0,Order 157580 comment
157581,18309,F,460598.18,19940804,1-URGENT,Clerk#63,0,Order 157581 comment
157582,10516,O,460216.53,19980202,4-NOT SPECIFIED,Clerk#42,1,Order 157582 comment
157583,1665,P,81464.39,19950610,4-NOT SPECIFIED,Clerk#6,0,Order 157583 comment
157584,1854,F,295958.92,19940429,4-NOT SPECIFIED,Clerk#81,0,Order 157584 comment
157585,5052,P,258393.75,19970923,4-NOT SPECIFIED,Clerk#51,0,Order 157585 comment
157586,47455,F,495759.64,19970522,3-MEDIUM,Clerk#16,1,Order 157586 comment
157587,26709,O,410110.53,19920920,2-HIGH,Clerk#60,0,Order 157587 comment
157588,44777,P,277196.66,19981110,4-NOT SPECIFIED,Clerk#1,1,Order 157588 comment
157589,35446,F,114963.27,19930310,4-NOT SPECIFIED,Clerk#81,1,Order 157589 comment
157590,424,O,280144.92,19931111,2-HIGH,Clerk#21,0,Order 157590 comment
157591,7168,P,304707.88,19981125,2-HIGH,Clerk#84,1,Order 157591 comment
157592,31395,O,280856.16,19950316,2-HIGH,Clerk#53,1,Order 157592 comment
157593,5490,P,312108.38,19971010,2-HIGH,Clerk#27,1,Order 157593 comment
157594,27076,F,12151.79,19920811,3-MEDIUM,Clerk#75,0,Order 157594 comment
157595,45369,P,356521.34,19921218,2-HIGH,Clerk#17,0,Order 157595 comment
157596,18171,O,312093.57,19920820,4-NOT SPECIFIED,Clerk#23,0,Order 157596 comment
157597,49257,F,158352.44,19970420,2-HIGH,Clerk#61,0,Order 157597 comment
157598,24744,F,85602.62,19980317,3-MEDIUM,Clerk#91,1,Order 157598 comment
157599,6317,O,195378.15,19920521,1-URGENT,Clerk#41,0,Order 157599 comment
157600,27372,F,261608.43,19960618,3-MEDIUM,Clerk#8,0,Order 157600 comment
157601,49167,F,241216.46,19921003,3-MEDIUM,Clerk#71,0,Order 157601 comment
157602,43532,O,311765.5,19970204,2-HIGH,Clerk#15,0,Order 157602 comment
157603,31258,P,401697.7,19921014,4-NOT SPECIFIED,Clerk#98,0,Order 157603 comment
157604,24748,O,327884.08,19930822,4-NOT SPECIFIED,Clerk#56,1,Order 157604 comment
157605,28190,O,266123.92,19941017,3-MEDIUM,Clerk#46,1,Order 157605 comment
157606,36344,P,293170.59,19970325,5-LOW,Clerk#77,1,Order 157606 comment
157607,17690,O,378233.7,19980417,4-NOT SPECIFIED,Clerk#26,1,Order 157607 comment
157608,18895,F,56171.94,19920801,2-HIGH,Clerk#39,1,Order 157608 comment
157609,33185,P,275470.58,19970124,3-MEDIUM,Clerk#79,1,Order 157609 comment
157610,31768,O,210038.81,19940619,5-LOW,Clerk#44,0,Order 157610 comment
157611,12731,O,169150.38,19940815,3-MEDIUM,Clerk#75,1,Order 157611 comment
157612,21926,P,352040.93,19920528,4-NOT SPECIFIED,Clerk#12,0,Order 157612 comment
157613,34850,O,115026.29,19971031,4-NOT SPECIFIED,Clerk#58,1,Order 157613 comment
157614,46581,O,89543.21,19920929,4-NOT SPECIFIED,Clerk#45,0,Order 157614 comment
157615,8839,O,299857.26,19951224,5-LOW,Clerk#32,0,Order 157615 comment
157616,25526,O,47887.21,19940107,2-HIGH,Clerk#35,1,Order 157616 comment
157617,24580,P,482427.64,19940105,3-MEDIUM,Clerk#9,1,Order 157617 comment
157618,34645,P,272219.26,19920202,4-NOT SPECIFIED,Clerk#71,1,Order 157618 comment
157619,18198,F,376382.69,19920307,1-URGENT,Clerk#85,0,Order 157619 comment
157620,5021,P,400104.88,19930919,5-LOW,Clerk#54,0,Order 157620 comment
157621,6673,O,327825.04,19950105,3-MEDIUM,Clerk#14,0,Order 157621 comment
157622,42338,P,30139.66,19941211,5-LOW,Clerk#71,1,Order 157622 comment
157623,9882,P,68206.14,19931129,2-HIGH,Clerk#60,0,Order 157623 comment
157624,13314,O,317181.74,19970605,3-MEDIUM,Clerk#75,0,Order 157624 comment
157625,14901,P,271211.75,19950717,5-LOW,Clerk#28,1,Order 157625 comment
157626,35795,P,463722.27,19921202,1-URGENT,Clerk#55,1,Order 157626 comment
157627,47776,F,288280.87,19970801,4-NOT SPECIFIED,Clerk#43,0,Order 157627 comment
157628,47714,F,259259.71,19980526,3-MEDIUM,Clerk#9,0,Order 157628 comment
157629,17505,O,210701.23,19970715,2-HIGH,Clerk#96,0,Order 157629 comment
157630,22177,O,153346.21,19980524,2-HIGH,Clerk#25,1,Order 157630 comment
157631,18031,P,270051.78,19981005,4-NOT SPECIFIED,Clerk#45,0,Order 157631 comment
157632,4435,O,454317.81,19970318,1-URGENT,Clerk#76,0,Order 157632 comment
157633,2206,O,430957.62,19971027,5-LOW,Clerk#98,0,Order 157633 comment
157634,12114,F,476685.71,19921212,3-MEDIUM,Clerk#95,1,Order 157634 comment
157635,31029,F,303264.16,19971128,5-LOW,Clerk#66,1,Order 157635 comment
157636,46969,F,136478.13,19940906,3-MEDIUM,Clerk#66,1,Order 157636 comment
157637,34545,O,147210.08,19920615,1-URGENT,Clerk#82,1,Order 157637 comment
157638,33901,F,278491.29,19950410,4-NOT SPECIFIED,Clerk#43,1,Order 157638 comment
157639,9807,P,274662.79,19971222,5-LOW,Clerk#50,0,Order 157639 comment
157640,34102,F,201384.61,19950405,3-MEDIUM,Clerk#15,1,Order 157640 comment
